filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,pitch,magnitude,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40
tmp_audio.wav,0.38127827644348145,0.09282594174146652,1506.3055180987233,1489.396461215969,2883.355712890625,0.08455403645833333,29.28287696838379,0.1794261336326599,-214.5618896484375,130.775146484375,-41.248199462890625,7.41794490814209,-34.45268249511719,1.8804296255111694,-35.70216369628906,-25.406389236450195,-25.030105590820312,-14.167546272277832,4.666606426239014,-13.27824878692627,-10.34233283996582,-14.695328712463379,5.493509769439697,-15.005660057067871,-12.959418296813965,1.7908673286437988,-8.496986389160156,-2.831698417663574,-1.391526699066162,-1.2809243202209473,-8.14537239074707,-1.3803642988204956,-3.0677988529205322,-1.7565536499023438,2.0617356300354004,-5.405797481536865,-1.690651535987854,-1.5743393898010254,-1.6559005975723267,-1.9555859565734863,-6.477228164672852,-2.5620315074920654,-0.05322420969605446,-5.967174530029297,-1.3228634595870972,-1.7898045778274536,-1.2214593887329102,4.847351551055908
